  #Energy        TDOS
-4.488836        15.405503
-4.447836        15.428076
-4.405836        15.468433
-4.363836        15.529417
-4.322836        15.632245
-4.280836        15.795856
-4.239836        16.002107
-4.197836        16.250474
-4.156836        16.518819
-4.114836        16.809627
-4.072836        17.077167
-4.031836        17.310477
-3.989836        17.548722
-3.948836        17.778999
-3.906836        18.005484
-3.865836        18.215342
-3.823836        18.422990
-3.782836        18.618560
-3.740836        18.811634
-3.698836        18.997463
-3.657836        19.171795
-3.615836        19.343176
-3.574836        19.503466
-3.532836        19.660504
-3.491836        19.806853
-3.449836        19.949674
-3.407836        20.085418
-3.366836        20.211042
-3.324836        20.332695
-3.283836        20.444605
-3.241836        20.552251
-3.200836        20.650528
-3.158836        20.744503
-3.117836        20.830459
-3.075836        20.913619
-3.033836        20.992936
-2.992836        21.067638
-2.950836        21.142419
-2.909836        21.214743
-2.867836        21.289188
-2.826836        21.363234
-2.784836        21.419670
-2.742836        21.459536
-2.701836        21.506235
-2.659836        21.562767
-2.618836        21.635419
-2.576836        21.785002
-2.535836        22.033790
-2.493836        22.357274
-2.452836        22.677915
-2.410836        23.004339
-2.368836        23.344308
-2.327836        23.666957
-2.285836        23.987522
-2.244836        24.290266
-2.202836        24.589474
-2.161836        24.893838
-2.119836        25.218855
-2.077836        25.533666
-2.036836        25.830403
-1.994836        26.122933
-1.953836        26.396690
-1.911836        26.664377
-1.870836        26.912653
-1.828836        27.147160
-1.787836        27.339860
-1.745836        27.465902
-1.703836        27.544799
-1.662836        27.621981
-1.620836        27.701088
-1.579836        27.778209
-1.537836        27.856980
-1.496836        27.933548
-1.454836        28.011521
-1.412836        28.088906
-1.371836        28.163772
-1.329836        28.239624
-1.288836        28.312727
-1.246836        28.386542
-1.205836        28.457431
-1.163836        28.528726
-1.122836        28.598549
-1.080836        28.675304
-1.038836        28.760795
-0.997836        28.853024
-0.955836        28.956764
-0.914836        29.067341
-0.872836        29.203022
-0.831836        29.354866
-0.789836        29.514256
-0.747836        29.676040
-0.706836        29.834874
-0.664836        29.997015
-0.623836        30.153307
-0.581836        30.309904
-0.540836        30.457893
-0.498836        30.603024
-0.457836        30.736971
-0.415836        30.811649
-0.373836        30.826404
-0.332836        30.837654
-0.290836        30.846348
-0.249836        30.852465
-0.207836        30.856703
-0.166836        30.859248
-0.124836        30.860624
-0.082836        30.861171
-0.041836        30.861285
0.000164        30.861285
0.041164        30.861285
0.083164        30.861285
0.124164        30.861285
0.166164        30.861285
0.207164        30.861285
0.249164        30.861285
0.291164        30.861285
0.332164        30.861285
0.374164        30.861285
0.415164        30.861285
0.457164        30.861285
0.498164        30.861285
0.540164        30.861285
0.582164        30.861285
0.623164        30.861285
0.665164        30.861285
0.706164        30.861285
0.748164        30.861285
0.789164        30.861285
0.831164        30.861285
0.872164        30.861285
0.914164        30.861285
0.956164        30.861285
0.997164        30.861285
1.039164        30.861285
1.080164        30.861285
1.122164        30.861285
1.163164        30.861285
1.205164        30.861285
1.247164        30.861285
1.288164        30.861285
1.330164        30.861285
1.371164        30.861295
1.413164        30.861340
1.454164        30.861450
1.496164        30.861663
1.537164        30.862001
1.579164        30.862512
1.621164        30.863221
1.662164        30.864137
1.704164        30.865339
1.745164        30.866800
1.787164        30.868624
1.828164        30.870757
1.870164        30.873334
1.912164        30.876336
1.953164        30.879713
1.995164        30.883663
2.036164        30.888029
2.078164        30.893057
2.119164        30.898536
2.161164        30.904769
2.203164        30.911655
2.244164        30.919045
2.286164        30.927334
2.327164        30.936157
2.369164        30.945977
2.410164        30.956358
2.452164        30.967839
2.493164        30.979905
2.535164        30.993179
2.577164        31.007396
2.618164        31.022734
2.660164        31.040542
2.701164        31.060015
2.743164        31.082061
2.784164        31.105587
2.826164        31.131696
2.868164        31.159773
2.909164        31.189061
2.951164        31.220946
2.992164        31.253866
3.034164        31.289388
3.075164        31.325775
3.117164        31.364760
3.158164        31.404444
3.200164        31.446727
3.242164        31.490596
3.283164        31.534917
3.325164        31.581810
3.366164        31.629001
3.408164        31.678750
3.449164        31.728647
3.491164        31.781084
3.533164        31.834802
3.574164        31.888451
3.616164        31.944605
3.657164        32.000549
3.699164        32.058971
3.740164        32.117048
3.782164        32.187692
3.823164        32.266125
3.865164        32.344665
3.907164        32.421441
3.948164        32.495979
3.990164        32.576283
4.031164        32.661419
4.073164        32.755394
4.114164        32.853589
4.156164        32.960668
4.198164        33.074089
4.239164        33.190857
4.281164        33.316563
4.322164        33.445139
4.364164        33.582773
4.405164        33.722850
4.447164        33.872160
4.488164        34.023532
4.530164        34.184266
4.572164        34.350586
4.613164        34.518337
4.655164        34.695661
4.696164        34.874052
4.738164        35.062128
4.779164        35.545949
4.821164        36.441389
4.863164        36.940989
4.904164        36.950204
4.946164        36.960878
4.987164        36.972578
5.029164        36.985948
5.070164        37.000428
5.112164        37.016799
5.153164        37.035208
5.195164        37.057537
5.237164        37.083405
5.278164        37.112091
5.320164        37.144971
5.361164        37.180458
5.403164        37.220264
5.444164        37.262549
5.486164        37.309484
5.528164        37.366247
5.569164        37.430022
5.611164        37.496466
5.652164        37.562374
5.694164        37.630918
5.735164        37.698793
5.777164        37.769269
5.818164        37.838949
5.860164        37.911168
5.902164        37.984185
5.943164        38.056201
5.985164        38.130688
6.026164        38.204058
6.068164        38.279847
6.109164        38.354467
6.151164        38.431600
6.193164        38.509447
6.234164        38.586158
6.276164        38.665517
6.317164        38.743765
6.359164        38.824720
6.400164        38.904547
6.442164        38.987182
6.483164        39.068711
6.525164        39.153131
6.567164        39.238496
6.608164        39.322771
6.650164        39.410068
6.691164        39.496250
6.733164        39.585563
6.774164        39.673795
6.816164        39.765271
6.858164        39.857839
6.899164        39.949290
6.941164        40.026003
6.982164        40.087626
7.024164        40.163247
7.065164        40.253529
7.107164        40.362372
7.148164        40.484101
7.190164        40.638892
7.232164        40.827808
7.273164        41.034919
7.315164        41.269447
7.356164        41.519383
7.398164        41.796058
7.439164        42.210322
7.481164        42.748552
7.523164        43.239742
7.564164        43.745272
7.606164        44.340832
7.647164        44.968747
7.689164        45.407080
7.730164        45.618763
7.772164        45.841636
7.813164        46.063733
7.855164        46.294502
7.897164        46.527140
7.938164        46.671911
7.980164        46.737746
8.021164        46.806852
8.063164        46.882683
8.104164        46.961710
8.146164        47.047831
8.188164        47.139181
8.229164        47.233543
8.271164        47.335582
8.312164        47.440501
8.354164        47.553481
8.395164        47.669224
8.437164        47.869459
8.478164        48.147357
8.520164        48.440496
8.562164        48.736701
8.603164        49.023598
8.645164        49.309807
8.686164        49.576451
8.728164        49.831139
8.769164        50.295915
8.811164        50.756802
8.853164        50.950989
8.894164        51.109023
8.936164        51.264612
8.977164        51.429432
9.019164        51.611901
9.060164        51.741707
9.102164        51.817706
9.144164        51.892571
9.185164        51.964526
9.227164        52.037039
9.268164        52.106616
9.310164        52.176630
9.351164        52.243747
9.393164        52.311199
9.434164        52.375733
9.476164        52.440476
9.518164        52.503833
9.559164        52.564288
9.601164        52.624747
9.642164        52.682331
9.684164        52.739808
9.725164        52.794400
9.767164        52.848769
9.809164        52.913659
9.850164        52.988771
9.892164        53.067248
9.933164        53.145414
9.975164        53.227188
10.016164        53.308758
10.058164        53.394186
10.099164        53.479486
10.141164        53.568904
10.183164        53.660443
10.224164        53.751935
10.266164        53.847947
10.307164        53.943989
10.349164        54.044831
10.390164        54.145753
10.432164        54.251740
10.474164        54.360436
10.515164        54.502624
10.557164        54.688600
10.598164        54.879557
10.640164        55.176875
10.681164        55.531279
10.723164        55.759969
10.764164        55.885819
10.806164        56.021836
10.848164        56.165161
10.889164        56.312433
10.931164        56.471046
10.972164        56.633652
11.014164        56.808393
11.055164        56.987132
11.097164        57.178799
11.139164        57.379265
11.180164        57.583732
11.222164        57.802384
11.263164        58.025014
11.305164        58.252276
11.346164        58.470909
11.388164        58.692312
11.429164        58.903257
11.471164        59.118003
11.513164        59.356437
11.554164        59.611949
11.596164        59.870102
11.637164        60.116368
11.679164        60.360472
11.720164        60.588535
11.762164        60.809392
11.804164        61.015171
11.845164        61.199076
11.887164        61.367790
11.928164        61.511024
11.970164        61.633685
12.011164        61.733766
12.053164        61.823688
12.094164        61.905339
12.136164        61.986336
12.178164        62.064708
12.219164        62.138693
12.261164        62.211962
12.302164        62.281067
12.344164        62.349401
12.385164        62.413771
12.427164        62.477359
12.469164        62.538637
12.510164        62.596242
12.552164        62.653026
12.593164        62.706347
12.635164        62.758826
12.676164        62.808005
12.718164        62.965631
12.759164        63.231701
12.801164        63.472361
12.843164        63.640445
12.884164        63.768898
12.926164        63.895528
12.967164        64.014346
13.009164        64.131211
13.050164        64.240599
13.092164        64.347909
13.134164        64.450536
13.175164        64.617488
13.217164        64.861004
13.258164        65.101879
13.300164        65.351275
13.341164        65.596701
13.383164        65.849520
13.424164        66.097119
13.466164        66.350946
13.508164        66.604353
13.549164        66.850742
13.591164        67.101524
13.632164        67.344142
13.674164        67.589821
13.715164        67.826268
13.757164        68.064408
13.799164        68.271069
13.840164        68.437303
13.882164        68.593228
13.923164        68.730968
13.965164        68.856779
14.006164        68.963932
14.048164        69.056962
14.089164        69.131316
14.131164        69.190683
14.173164        69.278736
14.214164        69.409669
14.256164        69.562969
14.297164        69.733611
14.339164        69.932250
14.380164        70.079953
14.422164        70.170505
14.464164        70.291402
14.505164        70.438694
14.547164        70.586912
14.588164        70.728772
14.630164        70.870879
14.671164        71.006077
14.713164        71.140519
14.754164        71.267373
14.796164        71.392386
14.838164        71.512023
14.879164        71.623153
14.921164        71.730778
14.962164        71.829342
15.004164        71.923191
15.045164        72.007446
15.087164        72.071307
15.129164        72.112732
15.170164        72.145460
15.212164        72.173336
15.253164        72.198944
15.295164        72.225094
15.336164        72.250524
15.378164        72.276459
15.419164        72.301649
15.461164        72.327309
15.503164        72.352805
15.544164        72.377520
15.586164        72.402644
15.627164        72.426966
15.669164        72.451655
15.710164        72.475523
15.752164        72.499718
15.794164        72.523639
15.835164        72.546707
15.877164        72.570034
15.918164        72.592494
15.960164        72.615165
16.001164        72.636955
16.043164        72.658910
16.084164        72.679970
16.126164        72.701144
16.168164        72.721903
16.209164        72.741747
16.251164        72.761632
16.292164        72.780596
16.334164        72.799551
16.375164        72.817581
16.417164        72.835555
16.459164        72.853020
16.500164        72.869560
16.542164        72.885967
16.583164        72.901449
16.625164        73.011132
16.666164        73.214020
16.708164        73.429795
16.750164        73.653193
16.791164        73.878406
16.833164        74.116084
16.874164        74.354581
16.916164        74.605195
16.957164        74.855685
16.999164        75.117933
17.040164        75.379123
17.082164        75.651682
17.124164        75.928546
17.165164        76.163579
17.207164        76.357556
17.248164        76.529571
17.290164        76.687680
17.331164        76.824046
17.373164        76.945006
17.415164        77.046898
17.456164        77.127443
17.498164        77.190254
17.539164        77.232838
17.581164        77.268227
17.622164        77.304767
17.664164        77.344240
17.705164        77.384773
17.747164        77.428327
17.789164        77.473918
17.830164        77.520432
17.872164        77.570118
17.913164        77.620610
17.955164        77.674370
17.996164        77.728838
18.038164        77.812145
18.080164        77.927078
18.121164        78.049545
18.163164        78.185940
18.204164        78.330158
18.246164        78.489674
18.287164        78.657302
18.329164        78.841640
18.370164        79.034340
18.412164        79.245201
18.454164        79.469943
18.495164        79.788903
18.537164        80.153757
18.578164        80.449018
18.620164        80.790940
18.661164        81.011992
18.703164        81.078331
18.745164        81.145531
18.786164        81.212115
18.828164        81.281604
18.869164        81.350873
18.911164        81.423239
18.952164        81.495174
18.994164        81.570123
19.035164        81.644435
19.077164        81.721652
19.119164        81.799898
19.160164        81.877224
19.202164        81.957318
19.243164        82.036284
19.285164        82.117911
19.326164        82.198251
19.368164        82.281138
19.410164        82.364550
19.451164        82.446406
19.493164        82.530616
19.534164        82.613129
19.576164        82.697885
19.617164        82.780766
19.659164        82.865753
19.700164        82.948717
19.742164        83.033641
19.784164        83.118418
19.825164        83.200951
19.867164        83.285224
19.908164        83.367142
19.950164        83.451352
19.991164        83.538128
20.033164        83.639411
20.075164        83.757095
20.116164        83.882904
20.158164        84.016233
20.199164        84.147720
20.241164        84.280713
20.282164        84.405886
20.324164        84.526279
20.365164        84.582756
20.407164        84.582756
20.449164        84.582756
20.490164        84.582756
20.532164        84.582756
20.573164        84.582756
20.615164        84.582756
20.656164        84.582756
20.698164        84.582756
20.740164        84.582756
20.781164        84.582756
20.823164        84.582756
20.864164        84.600514
20.906164        84.710348
20.947164        84.988266
20.989164        85.391277
21.030164        85.813741
21.072164        86.268181
21.114164        86.736271
21.155164        87.198546
21.197164        87.669576
21.238164        88.119141
21.280164        88.560771
21.321164        88.838526
21.363164        88.979079
21.405164        89.123118
21.446164        89.267786
21.488164        89.419343
21.529164        89.569547
21.571164        89.726123
21.612164        89.882251
21.654164        90.046219
21.695164        90.210875
21.737164        90.384902
21.779164        90.564935
21.820164        90.747200
21.862164        90.941240
21.903164        91.138450
21.945164        91.347736
21.986164        91.551937
22.028164        91.759585
22.070164        91.957867
22.111164        92.119079
22.153164        92.228951
22.194164        92.266384
22.236164        92.266384
22.277164        92.266384
22.319164        92.266384
22.360164        92.266384
22.402164        92.266384
22.444164        92.266384
22.485164        92.266384
22.527164        92.266384
22.568164        92.266384
22.610164        92.266384
22.651164        92.266384
22.693164        92.266384
22.735164        92.266384
22.776164        92.266384
22.818164        92.266384
22.859164        92.266384
22.901164        92.266384
22.942164        92.266384
22.984164        92.266384
23.025164        92.266384
23.067164        92.266384
23.109164        92.266384
23.150164        92.266384
23.192164        92.266384
23.233164        92.266384
23.275164        92.266384
23.316164        92.266384
23.358164        92.266384
23.400164        92.266384
23.441164        92.266384
23.483164        92.266384
23.524164        92.266384
23.566164        92.266384
23.607164        92.266384
23.649164        92.266384
23.691164        92.266384
23.732164        92.266384
23.774164        92.266384
23.815164        92.266384
23.857164        92.266384
23.898164        92.266384
23.940164        92.266384
23.981164        92.266384
24.023164        92.266384
24.065164        92.266384
24.106164        92.266384
24.148164        92.266384
24.189164        92.266384
