Energy,Total,Si-s,Si-p,Si-d,C-s,C-p,C-d
-17.036623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-17.008623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.979623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.951623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.922623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.893623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.865623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.836623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.807623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.779623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.750623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.722623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.693623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.664623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.636623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.607623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.578623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.550623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.521623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.493623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.464623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.435623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.407623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.378623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.349623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.321623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.292623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.263623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.235623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.206623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.178623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.149623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.120623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.092623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.063623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.034623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-16.006623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-15.977623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-15.949623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-15.920623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-15.891623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-15.863623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-15.834623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-15.805623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-15.777623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-15.748623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-15.719623,0.000261,0.000063,0.000001,0.000000,0.000066,0.000000,0.000000
-15.691623,0.016440,0.003961,0.000036,0.000000,0.004172,0.000014,0.000000
-15.662623,0.057720,0.013912,0.000128,0.000000,0.014660,0.000050,0.000000
-15.634623,0.124100,0.029916,0.000275,0.000000,0.031520,0.000108,0.000000
-15.605623,0.206200,0.049560,0.000547,0.000000,0.052400,0.000216,0.000000
-15.576623,0.266800,0.063960,0.000861,0.000000,0.067840,0.000339,0.000000
-15.548623,0.302100,0.072200,0.001162,0.000000,0.076880,0.000457,0.000000
-15.519623,0.312500,0.074400,0.001440,0.000000,0.079640,0.000566,0.000000
-15.490623,0.318000,0.075480,0.001667,0.000000,0.081120,0.000654,0.000000
-15.462623,0.332200,0.078560,0.001945,0.000000,0.084800,0.000762,0.000000
-15.433623,0.354900,0.083720,0.002272,0.000000,0.090680,0.000890,0.000000
-15.405623,0.384800,0.090520,0.002644,0.000000,0.098360,0.001035,0.000000
-15.376623,0.416100,0.097680,0.003041,0.000000,0.106440,0.001189,0.000000
-15.347623,0.448500,0.105040,0.003459,0.000000,0.114800,0.001352,0.000000
-15.319623,0.481700,0.112600,0.003900,0.000000,0.123400,0.001523,0.000000
-15.290623,0.509700,0.118840,0.004337,0.000000,0.130600,0.001693,0.000000
-15.261623,0.528200,0.122840,0.004754,0.000000,0.135480,0.001854,0.000000
-15.233623,0.537300,0.124560,0.005152,0.000000,0.137960,0.002006,0.000000
-15.204623,0.540500,0.124720,0.005617,0.000000,0.138960,0.002185,0.000000
-15.176623,0.547500,0.125760,0.006142,0.000000,0.140960,0.002386,0.000000
-15.147623,0.559100,0.127880,0.006695,0.000000,0.144120,0.002595,0.000000
-15.118623,0.574900,0.131000,0.007245,0.000000,0.148360,0.002805,0.000000
-15.090623,0.591600,0.134440,0.007738,0.000000,0.152840,0.002993,0.000000
-15.061623,0.608200,0.137840,0.008242,0.000000,0.157240,0.003184,0.000000
-15.032623,0.624500,0.141160,0.008748,0.000000,0.161600,0.003376,0.000000
-15.004623,0.640700,0.144440,0.009266,0.000000,0.165960,0.003572,0.000000
-14.975623,0.656700,0.147680,0.009790,0.000000,0.170240,0.003770,0.000000
-14.946623,0.672500,0.150840,0.010317,0.000000,0.174480,0.003970,0.000000
-14.918623,0.688300,0.153960,0.010861,0.000000,0.178720,0.004174,0.000000
-14.889623,0.705100,0.157320,0.011439,0.000000,0.183280,0.004393,0.000000
-14.861623,0.723400,0.160920,0.012074,0.000000,0.188200,0.004629,0.000000
-14.832623,0.743100,0.164840,0.012756,0.000000,0.193560,0.004885,0.000000
-14.803623,0.762300,0.168580,0.013453,0.000000,0.198740,0.005145,0.000000
-14.775623,0.777300,0.171300,0.014160,0.000000,0.202900,0.005407,0.000000
-14.746623,0.788100,0.173000,0.014876,0.000000,0.206040,0.005668,0.000000
-14.717623,0.795300,0.173740,0.015595,0.000000,0.208260,0.005932,0.000000
-14.689623,0.803200,0.174720,0.016301,0.000000,0.210660,0.006187,0.000000
-14.660623,0.812800,0.176120,0.016991,0.000000,0.213480,0.006436,0.000000
-14.632623,0.824100,0.177960,0.017669,0.000000,0.216740,0.006679,0.000000
-14.603623,0.836000,0.179960,0.018342,0.000000,0.220180,0.006923,0.000000
-14.574623,0.847700,0.181860,0.019024,0.000000,0.223540,0.007164,0.000000
-14.546623,0.859300,0.183740,0.019706,0.000000,0.226880,0.007408,0.000000
-14.517623,0.870500,0.185540,0.020391,0.000000,0.230140,0.007651,0.000000
-14.488623,0.881500,0.187260,0.021079,0.000000,0.233340,0.007896,0.000000
-14.460623,0.892100,0.188900,0.021768,0.000000,0.236460,0.008136,0.000000
-14.431623,0.902900,0.190500,0.022512,0.000000,0.239660,0.008400,0.000000
-14.402623,0.915100,0.192280,0.023373,0.000000,0.243300,0.008701,0.000000
-14.374623,0.928400,0.194280,0.024250,0.000000,0.247260,0.009007,0.000000
-14.345623,0.942800,0.196540,0.025142,0.000000,0.251480,0.009316,0.000000
-14.317623,0.957000,0.198860,0.025955,0.000000,0.255620,0.009598,0.000000
-14.288623,0.971400,0.201200,0.026782,0.000000,0.259840,0.009880,0.000000
-14.259623,0.986000,0.203580,0.027621,0.000000,0.264120,0.010168,0.000000
-14.231623,1.001000,0.205980,0.028476,0.000000,0.268460,0.010459,0.000000
-14.202623,1.016000,0.208420,0.029338,0.000000,0.272880,0.010751,0.000000
-14.173623,1.031000,0.210900,0.030222,0.000000,0.277360,0.011051,0.000000
-14.145623,1.047000,0.213380,0.031114,0.000000,0.281920,0.011350,0.000000
-14.116623,1.061000,0.215560,0.032021,0.000000,0.286220,0.011653,0.000000
-14.088623,1.073000,0.217100,0.032942,0.000000,0.289920,0.011953,0.000000
-14.059623,1.082000,0.218020,0.033871,0.000000,0.293020,0.012250,0.000000
-14.030623,1.090000,0.218560,0.034792,0.000000,0.295760,0.012538,0.000000
-14.002623,1.098000,0.219300,0.035698,0.000000,0.298660,0.012825,0.000000
-13.973623,1.108000,0.220260,0.036598,0.000000,0.301800,0.013105,0.000000
-13.944623,1.118000,0.221440,0.037512,0.000000,0.305220,0.013385,0.000000
-13.916623,1.129000,0.222650,0.038477,0.000000,0.308810,0.013682,0.000000
-13.887623,1.141000,0.223880,0.039500,0.000000,0.312570,0.013992,0.000000
-13.859623,1.152000,0.225110,0.040561,0.000000,0.316470,0.014312,0.000000
-13.830623,1.164000,0.226290,0.041650,0.000000,0.320410,0.014638,0.000000
-13.801623,1.176000,0.227450,0.042760,0.000000,0.324390,0.014967,0.000000
-13.773623,1.187000,0.228580,0.043894,0.000000,0.328390,0.015297,0.000000
-13.744623,1.200000,0.229780,0.045023,0.000000,0.332530,0.015626,0.000000
-13.715623,1.212000,0.231120,0.046137,0.000000,0.336760,0.015944,0.000000
-13.687623,1.225000,0.232600,0.047236,0.000000,0.341120,0.016257,0.000000
-13.658623,1.239000,0.234130,0.048339,0.000000,0.345590,0.016565,0.000000
-13.629623,1.252000,0.235710,0.049456,0.000000,0.350170,0.016874,0.000000
-13.601623,1.266000,0.237320,0.050581,0.000000,0.354810,0.017181,0.000000
-13.572623,1.280000,0.238920,0.051712,0.000000,0.359480,0.017485,0.000000
-13.544623,1.294000,0.240530,0.052846,0.000000,0.364170,0.017790,0.000000
-13.515623,1.308000,0.242130,0.053985,0.000000,0.368910,0.018094,0.000000
-13.486623,1.322000,0.243750,0.055130,0.000000,0.373680,0.018396,0.000000
-13.458623,1.336000,0.245360,0.056281,0.000000,0.378480,0.018695,0.000000
-13.429623,1.350000,0.246990,0.057437,0.000000,0.383310,0.018995,0.000000
-13.400623,1.365000,0.248610,0.058605,0.000000,0.388150,0.019296,0.000000
-13.372623,1.379000,0.250250,0.059777,0.000000,0.393160,0.019594,0.000000
-13.343623,1.394000,0.251870,0.060970,0.000000,0.398100,0.019893,0.000000
-13.315623,1.441000,0.259150,0.063834,0.000000,0.412950,0.020720,0.000000
-13.286623,1.505000,0.268990,0.067502,0.000000,0.432400,0.021784,0.000000
-13.257623,1.564000,0.277870,0.071028,0.000000,0.450700,0.022782,0.000000
-13.229623,1.588000,0.280560,0.072973,0.000000,0.459000,0.023243,0.000000
-13.200623,1.605000,0.281890,0.074664,0.000000,0.465500,0.023608,0.000000
-13.171623,1.621000,0.283070,0.076297,0.000000,0.471600,0.023946,0.000000
-13.143623,1.637000,0.284210,0.077871,0.000000,0.477700,0.024256,0.000000
-13.114623,1.652000,0.285280,0.079376,0.000000,0.483500,0.024539,0.000000
-13.085623,1.666000,0.286110,0.080828,0.000000,0.488800,0.024801,0.000000
-13.057623,1.678000,0.286670,0.082209,0.000000,0.494100,0.025032,0.000000
-13.028623,1.689000,0.286980,0.083576,0.000000,0.498800,0.025242,0.000000
-13.000623,1.692000,0.285880,0.084561,0.000000,0.501600,0.025323,0.000000
-12.971623,1.694000,0.284490,0.085483,0.000000,0.503600,0.025380,0.000000
-12.942623,1.732000,0.288840,0.088412,0.000000,0.516400,0.026049,0.000000
-12.914623,1.787000,0.296180,0.092341,0.000000,0.534700,0.027016,0.000000
-12.885623,1.837000,0.302510,0.095852,0.000000,0.551000,0.027852,0.000000
-12.856623,1.842000,0.301710,0.096895,0.000000,0.554200,0.027919,0.000000
-12.828623,1.841000,0.299890,0.097588,0.000000,0.555400,0.027870,0.000000
-12.799623,1.836000,0.297550,0.098063,0.000000,0.555700,0.027758,0.000000
-12.771623,1.828000,0.294690,0.098372,0.000000,0.554900,0.027591,0.000000
-12.742623,1.816000,0.291300,0.098473,0.000000,0.553300,0.027363,0.000000
-12.713623,1.805000,0.287880,0.098591,0.000000,0.551600,0.027125,0.000000
-12.685623,1.798000,0.285050,0.099013,0.000000,0.551600,0.026946,0.000000
-12.656623,1.791000,0.281910,0.099494,0.000000,0.551600,0.026718,0.000000
-12.627623,1.776000,0.277400,0.099526,0.000000,0.549400,0.026353,0.000000
-12.599623,1.758000,0.272540,0.099444,0.000000,0.546400,0.025963,0.000000
-12.570623,1.738000,0.267290,0.099250,0.000000,0.542500,0.025542,0.000000
-12.542623,1.719000,0.262060,0.099085,0.000000,0.539000,0.025135,0.000000
-12.513623,1.710000,0.258610,0.099583,0.000000,0.538600,0.024920,0.000000
-12.484623,1.717000,0.257490,0.100941,0.000000,0.543400,0.024915,0.000000
-12.456623,1.735000,0.257910,0.102949,0.000000,0.551600,0.025025,0.000000
-12.427623,1.762000,0.259530,0.105472,0.000000,0.562800,0.025225,0.000000
-12.398623,1.797000,0.262400,0.108508,0.000000,0.576800,0.025515,0.000000
-12.370623,1.841000,0.266480,0.112079,0.000000,0.593900,0.025894,0.000000
-12.341623,1.894000,0.271790,0.116155,0.000000,0.613800,0.026363,0.000000
-12.312623,1.979000,0.281590,0.122274,0.000000,0.645200,0.027171,0.000000
-12.284623,2.161000,0.304500,0.134126,0.000000,0.710700,0.028507,0.000000
-12.255623,2.334000,0.325590,0.145617,0.000000,0.773300,0.029797,0.000000
-12.227623,2.568000,0.354230,0.162122,0.000000,0.855200,0.032493,0.000000
-12.198623,2.795000,0.381810,0.178365,0.000000,0.934000,0.035316,0.000000
-12.169623,2.948000,0.399390,0.189679,0.000000,0.987900,0.037199,0.000000
-12.141623,3.000000,0.403460,0.194181,0.000000,1.008100,0.037669,0.000000
-12.112623,3.033000,0.404900,0.197586,0.000000,1.022600,0.037903,0.000000
-12.083623,3.080000,0.407840,0.201830,0.000000,1.042600,0.038066,0.000000
-12.055623,3.141000,0.412670,0.206910,0.000000,1.068600,0.038157,0.000000
-12.026623,2.847000,0.368310,0.190390,0.000000,0.972000,0.034843,0.000000
-11.998623,2.530000,0.320080,0.172870,0.000000,0.868400,0.031282,0.000000
-11.969623,2.424000,0.300150,0.168640,0.000000,0.837000,0.029907,0.000000
-11.940623,2.461000,0.300620,0.173270,0.000000,0.853000,0.030393,0.000000
-11.912623,2.504000,0.301750,0.178250,0.000000,0.870900,0.030937,0.000000
-11.883623,2.552000,0.303540,0.183610,0.000000,0.890700,0.031540,0.000000
-11.854623,2.606000,0.305990,0.189320,0.000000,0.912300,0.032206,0.000000
-11.826623,2.665000,0.309120,0.195400,0.000000,0.935700,0.032933,0.000000
-11.797623,2.738000,0.313710,0.202550,0.000000,0.964200,0.033781,0.000000
-11.768623,2.830000,0.320230,0.211190,0.000000,1.000000,0.034791,0.000000
-11.740623,2.941000,0.328650,0.221290,0.000000,1.043100,0.035964,0.000000
-11.711623,3.121000,0.344310,0.236630,0.000000,1.112000,0.037684,0.000000
-11.683623,2.916000,0.315130,0.223410,0.000000,1.047000,0.034096,0.000000
-11.654623,2.460000,0.257690,0.192450,0.000000,0.888600,0.028773,0.000000
-11.625623,2.438000,0.250410,0.192870,0.000000,0.884600,0.028274,0.000000
-11.597623,2.388000,0.240520,0.191090,0.000000,0.870100,0.027539,0.000000
-11.568623,2.312000,0.228170,0.187220,0.000000,0.845700,0.026574,0.000000
-11.539623,2.254000,0.218150,0.184570,0.000000,0.827900,0.025757,0.000000
-11.511623,2.232000,0.211970,0.184470,0.000000,0.823200,0.025229,0.000000
-11.482623,2.227000,0.207190,0.185890,0.000000,0.825300,0.024831,0.000000
-11.454623,2.226000,0.202830,0.187660,0.000000,0.828900,0.024470,0.000000
-11.425623,2.224000,0.198440,0.189175,0.000000,0.831600,0.024100,0.000000
-11.396623,2.219000,0.194010,0.190419,0.000000,0.833300,0.023725,0.000000
-11.368623,2.210000,0.189340,0.191298,0.000000,0.833300,0.023332,0.000000
-11.339623,2.198000,0.184470,0.191989,0.000000,0.832400,0.022925,0.000000
-11.310623,2.450000,0.197270,0.219890,0.000000,0.928100,0.026140,0.000000
-11.282623,2.468000,0.193220,0.223920,0.000000,0.939200,0.025908,0.000000
-11.253623,2.414000,0.182860,0.221172,0.000000,0.925900,0.024366,0.000000
-11.225623,2.498000,0.182480,0.232013,0.000000,0.962600,0.024745,0.000000
-11.196623,2.634000,0.185450,0.248214,0.000000,1.019700,0.025721,0.000000
-11.167623,2.802000,0.189870,0.267737,0.000000,1.089400,0.026912,0.000000
-11.139623,3.230000,0.208460,0.313187,0.000000,1.264800,0.029943,0.000000
-11.110623,3.868000,0.235590,0.378923,0.000000,1.533800,0.032780,0.000000
-11.081623,2.890000,0.165460,0.286948,0.000000,1.156400,0.022802,0.000000
-11.053623,2.842000,0.153790,0.286100,0.000000,1.144900,0.021382,0.000000
-11.024623,2.794000,0.142670,0.284804,0.000000,1.132500,0.019979,0.000000
-10.995623,2.741000,0.131990,0.282877,0.000000,1.118400,0.018583,0.000000
-10.967623,2.663000,0.120030,0.278228,0.000000,1.093000,0.017061,0.000000
-10.938623,2.650000,0.110620,0.280334,0.000000,1.095700,0.015793,0.000000
-10.910623,2.582000,0.100790,0.276102,0.000000,1.073700,0.014441,0.000000
-10.881623,2.499000,0.091080,0.270046,0.000000,1.045000,0.013085,0.000000
-10.852623,2.410000,0.081680,0.263001,0.000000,1.012600,0.011767,0.000000
-10.824623,2.313000,0.072590,0.254938,0.000000,0.976700,0.010486,0.000000
-10.795623,2.209000,0.063830,0.245907,0.000000,0.937400,0.009244,0.000000
-10.766623,2.149000,0.054790,0.242887,0.000000,0.916900,0.007953,0.000000
-10.738623,2.646000,0.043796,0.313110,0.000000,1.141600,0.006291,0.000000
-10.709623,1.752000,0.030648,0.203625,0.000000,0.760100,0.004315,0.000000
-10.681623,1.436000,0.019833,0.167285,0.000000,0.631500,0.002579,0.000000
-10.652623,0.686500,0.010910,0.078744,0.000000,0.301800,0.001475,0.000000
-10.623623,0.333600,0.005514,0.038035,0.000000,0.146740,0.000754,0.000000
-10.595623,0.109000,0.001893,0.012319,0.000000,0.047968,0.000262,0.000000
-10.566623,0.007938,0.000138,0.000897,0.000000,0.003494,0.000019,0.000000
-10.537623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.509623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.480623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.451623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.423623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.394623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.366623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.337623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.308623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.280623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.251623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.222623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.194623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.165623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.137623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.108623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.079623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.051623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-10.022623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.993623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.965623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.936623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.908623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.879623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.850623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.822623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.793623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.764623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.736623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.707623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.678623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.650623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.621623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.593623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.564623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.535623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.507623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.478623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.449623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.421623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.392623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.364623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.335623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.306623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.278623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.249623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.220623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.192623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.163623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.134623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.106623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.077623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.049623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-9.020623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-8.991623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-8.963623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-8.934623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-8.905623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-8.877623,0.000896,0.000141,0.000102,0.000000,0.000024,0.000144,0.000000
-8.848623,0.011050,0.001744,0.001262,0.000000,0.000294,0.001777,0.000000
-8.820623,0.032510,0.005130,0.003714,0.000000,0.000864,0.005228,0.000000
-8.791623,0.065270,0.010301,0.007457,0.000000,0.001734,0.010496,0.000000
-8.762623,0.109300,0.017257,0.012491,0.000000,0.002904,0.017583,0.000000
-8.734623,0.164700,0.025995,0.018818,0.000000,0.004375,0.026487,0.000000
-8.705623,0.257400,0.040699,0.029381,0.000000,0.006790,0.041403,0.000000
-8.676623,0.707000,0.112960,0.080356,0.000000,0.018154,0.114025,0.000000
-8.648623,0.795300,0.127360,0.090223,0.000000,0.020719,0.128397,0.000000
-8.619623,0.534900,0.085950,0.060430,0.000000,0.014807,0.086593,0.000000
-8.591623,0.559400,0.089950,0.063075,0.000000,0.016026,0.090660,0.000000
-8.562623,0.589200,0.094830,0.066307,0.000000,0.017390,0.095588,0.000000
-8.533623,0.624200,0.100570,0.070121,0.000000,0.018898,0.101369,0.000000
-8.505623,0.664500,0.107180,0.074525,0.000000,0.020551,0.108014,0.000000
-8.476623,0.710000,0.114660,0.079507,0.000000,0.022350,0.115517,0.000000
-8.447623,0.760800,0.123000,0.085076,0.000000,0.024292,0.123874,0.000000
-8.419623,0.834500,0.135340,0.093108,0.000000,0.026857,0.136020,0.000000
-8.390623,0.947400,0.154570,0.105311,0.000000,0.030485,0.154630,0.000000
-8.361623,1.099000,0.180670,0.121707,0.000000,0.035176,0.179750,0.000000
-8.333623,1.133000,0.186710,0.125012,0.000000,0.036992,0.185450,0.000000
-8.304623,1.179000,0.195330,0.129468,0.000000,0.039189,0.193230,0.000000
-8.276623,1.249000,0.208720,0.136469,0.000000,0.042095,0.205250,0.000000
-8.247623,1.229000,0.205880,0.133745,0.000000,0.042865,0.202200,0.000000
-8.218623,1.224000,0.205710,0.132602,0.000000,0.044046,0.201630,0.000000
-8.190623,1.246000,0.210400,0.134284,0.000000,0.045920,0.205510,0.000000
-8.161623,1.295000,0.222750,0.137163,0.000000,0.048180,0.214220,0.000000
-8.132623,1.401000,0.254330,0.140419,0.000000,0.050810,0.233280,0.000000
-8.104623,1.564000,0.305660,0.144117,0.000000,0.053810,0.262990,0.000000
-8.075623,1.704000,0.348450,0.148300,0.000000,0.056890,0.288270,0.000000
-8.047623,1.762000,0.360970,0.153130,0.000000,0.060450,0.298220,0.000000
