  #Energy        TDOS
-8.132623        1.401000
-8.104623        1.564000
-8.075623        1.704000
-8.047623        1.762000
-8.018623        1.789000
-7.989623        1.890000
-7.961623        2.040000
-7.932623        2.214000
-7.903623        2.395000
-7.875623        2.583000
-7.846623        2.773000
-7.818623        2.972000
-7.789623        3.258000
-7.760623        3.680000
-7.732623        4.114000
-7.703623        4.528000
-7.674623        4.897000
-7.646623        5.254000
-7.617623        5.580000
-7.588623        5.802000
-7.560623        6.670000
-7.531623        7.052000
-7.503623        6.622000
-7.474623        6.125000
-7.445623        5.407000
-7.417623        4.846000
-7.388623        4.057000
-7.359623        3.219000
-7.331623        2.992000
-7.302623        2.840000
-7.274623        2.716000
-7.245623        2.617000
-7.216623        2.541000
-7.188623        2.469000
-7.159623        2.398000
-7.130623        2.329000
-7.102623        2.261000
-7.073623        2.194000
-7.044623        2.129000
-7.016623        2.066000
-6.987623        2.004000
-6.959623        1.944000
-6.930623        1.885000
-6.901623        1.825000
-6.873623        1.755000
-6.844623        1.697000
-6.815623        1.653000
-6.787623        1.615000
-6.758623        1.584000
-6.730623        1.559000
-6.701623        1.542000
-6.672623        1.530000
-6.644623        1.526000
-6.615623        1.528000
-6.586623        1.537000
-6.558623        1.552000
-6.529623        1.575000
-6.501623        1.576000
-6.472623        1.552000
-6.443623        1.512000
-6.415623        1.456000
-6.386623        1.445000
-6.357623        1.450000
-6.329623        1.453000
-6.300623        1.458000
-6.271623        1.463000
-6.243623        1.470000
-6.214623        1.480000
-6.186623        1.483000
-6.157623        1.479000
-6.128623        1.474000
-6.100623        1.467000
-6.071623        1.459000
-6.042623        1.450000
-6.014623        1.440000
-5.985623        1.443000
-5.957623        1.462000
-5.928623        1.482000
-5.899623        1.502000
-5.871623        1.537000
-5.842623        1.594000
-5.813623        1.674000
-5.785623        1.781000
-5.756623        1.935000
-5.727623        2.106000
-5.699623        2.387000
-5.670623        2.729000
-5.642623        2.991000
